id_version,n_classes,m_c_BC
babef0c133b7c8ffbd73072b8dbd089018d54635,985,0.029668117
a5eb10afb07cf64892586eb0339936cce672e504,985,0.029668117
2e158edcc933184fb867e9aab76deed4ee6a365e,985,0.029668117
822040b4510a63d69617766e23b0f9b7030fcfbd,985,0.029668117
a1b49441a46d2c5045c4736355d2357d39727af8,985,0.029668117
3aa693810cbe8b23183662616e2e33ad3dfbba88,985,0.029668117
36b37741cf36b7a8c37c6a7834bb57791ec7d43a,985,0.029668117
465b616cfb09c2a6ffb0000667957c50f90dd2d9,985,0.029668117
78d3cf8bad1a013915c6f1237cf3d28b154a1dc0,985,0.029668117
eb5baffb151b1f2b6d692fb518c88bca36beb129,985,0.029668117
a93da7ea5c8a48ac8d28aeb390bacaccb7bd489f,985,0.029668117
58cfa0effc3e976b697cbe37c66bab7944b1315e,985,0.029668117
3387c7c8b9bb66c1f7f9460daf96ea61e5435eee,985,0.029668117
02caf06db05d08d1d73e5c119ea59857518969f3,985,0.029668117
fe97617876eb2c80f28173766ede2e4c6c18b6fd,985,0.029668117
1a71ff54d0edb24b01608fb0b3a47aab4e4b4d87,985,0.029668117
32b53c6a63c30c7c82b4270664af43567e14586a,985,0.029668117
51ecd9dda34fbf652ce125114a821379c0e85937,985,0.029668117
952ecfb76b4b66fcf0686ee7fec50f509622584e,985,0.029668117
b49e103f8de5a4c56bff66967a2a0a1435f47674,985,0.029668117
a8f28453360d8b95ced61b33a635f8ef4aaf492f,985,0.029668117
f5d4e7e557c09477c64fd7dd9795cdf53498916e,985,0.029668117
2d8de79ef65b5f4d292ff941b0e5b58ace909420,985,0.029668117
7e1ae6d8e57e3d3f089b891026d972027a43db7c,985,0.029668117
3e3e79c7d85f5c9e98117c4ed5b32241cb9b8ce2,985,0.029668117
43c1d076a967eb05c348ab22aa09e50728121e4c,985,0.029668117
9af9d08788f57a482a94531ff7d550e843615f2c,985,0.029668117
7334482ccd34ccfe5f7576bddccf67ae02a7e0f3,987,0.029668117
4e0a53ebfdb6ab428a5318a34ca7f9ca8f43f821,985,0.029668117
e8ec7697c823d9ca1a2e996a67c31fb5580e2e3c,985,0.029668117
731b3f1c598a023ce628cc1d20d3ef78e8de7102,988,0.0296877065
9e12b8111df007ab221723f11140038a820b1b38,988,0.0296877065
1955cc38345a5ea52879eb186f09cf2e930bd9e6,989,0.029707296
6318f70b49aa54e37ff32b3b364785769749b806,989,0.029707296
4756e5b14545ef93eaeb9e8522fe88ed864ce74d,990,0.0296877065
c63e1cde157d4faf33bd8c386389f072b47bbfb4,990,0.029821983500000003
cffa810483dab7ca8cdbd4ee23f2c12422fa565a,990,0.029821983500000003
